101, 'PCR-SO', 48, 28, TO_TIMESTAMP('2021-03-26 12:02:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-03-26 21:04:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
335, 'PCR-SO', 58, 38, TO_TIMESTAMP('2021-11-06 13:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-11-08 08:44:00', 'YYYY-MM-DD HH24:MI:SS'), 82),
335, 'SO-CRS', 38, 18, TO_TIMESTAMP('2021-11-08 08:44:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-11-08 17:05:00', 'YYYY-MM-DD HH24:MI:SS'), 14),
335, 'CRS-CRS', 18, 16, TO_TIMESTAMP('2021-11-08 17:05:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-11-09 21:14:00', 'YYYY-MM-DD HH24:MI:SS'), 14),
335, 'CRS-SO', 16, 36, TO_TIMESTAMP('2021-11-09 21:14:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-11-10 12:11:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
335, 'SO-PCR', 36, 56, TO_TIMESTAMP('2021-11-10 12:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-11-11 02:39:00', 'YYYY-MM-DD HH24:MI:SS'), 77),
336, 'PCR-SO', 41, 21, TO_TIMESTAMP('2022-07-26 13:57:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-07-27 06:18:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
336, 'SO-CRS', 21, 1, TO_TIMESTAMP('2022-07-27 06:18:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-07-28 13:45:00', 'YYYY-MM-DD HH24:MI:SS'), 41),
336, 'CRS-CRS', 1, 19, TO_TIMESTAMP('2022-07-28 13:45:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-07-29 01:09:00', 'YYYY-MM-DD HH24:MI:SS'), 9),
336, 'CRS-SO', 19, 39, TO_TIMESTAMP('2022-07-29 01:09:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-07-29 12:33:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
336, 'SO-PCR', 39, 59, TO_TIMESTAMP('2022-07-29 12:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-07-30 17:37:00', 'YYYY-MM-DD HH24:MI:SS'), 15),
337, 'PCR-SO', 44, 24, TO_TIMESTAMP('2022-05-25 09:26:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-26 18:33:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
337, 'SO-CRS', 24, 4, TO_TIMESTAMP('2022-05-26 18:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-28 17:51:00', 'YYYY-MM-DD HH24:MI:SS'), 69),
337, 'CRS-CRS', 4, 4, TO_TIMESTAMP('2022-05-28 17:51:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-29 01:29:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
337, 'CRS-SO', 4, 24, TO_TIMESTAMP('2022-05-29 01:29:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-29 05:41:00', 'YYYY-MM-DD HH24:MI:SS'), 19),
337, 'SO-PCR', 24, 44, TO_TIMESTAMP('2022-05-29 05:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-30 10:48:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
338, 'PCR-SO', 53, 33, TO_TIMESTAMP('2022-03-05 14:23:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-06 18:06:00', 'YYYY-MM-DD HH24:MI:SS'), 41),
338, 'SO-CRS', 33, 13, TO_TIMESTAMP('2022-03-06 18:06:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-07 23:45:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
338, 'CRS-CRS', 13, 6, TO_TIMESTAMP('2022-03-07 23:45:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-09 09:15:00', 'YYYY-MM-DD HH24:MI:SS'), 8),
338, 'CRS-SO', 6, 26, TO_TIMESTAMP('2022-03-09 09:15:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-10 22:23:00', 'YYYY-MM-DD HH24:MI:SS'), 52),
338, 'SO-PCR', 26, 46, TO_TIMESTAMP('2022-03-10 22:23:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-12 07:19:00', 'YYYY-MM-DD HH24:MI:SS'), 25),
339, 'PCR-SO', 41, 21, TO_TIMESTAMP('2020-05-30 00:28:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-31 13:59:00', 'YYYY-MM-DD HH24:MI:SS'), 28),
339, 'SO-CRS', 21, 1, TO_TIMESTAMP('2020-05-31 13:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-02 04:16:00', 'YYYY-MM-DD HH24:MI:SS'), 24),
339, 'CRS-CRS', 1, 11, TO_TIMESTAMP('2020-06-02 04:16:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-03 10:59:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
339, 'CRS-SO', 11, 31, TO_TIMESTAMP('2020-06-03 10:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-03 20:33:00', 'YYYY-MM-DD HH24:MI:SS'), 7),
339, 'SO-PCR', 31, 51, TO_TIMESTAMP('2020-06-03 20:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-04 15:51:00', 'YYYY-MM-DD HH24:MI:SS'), 15),
340, 'PCR-SO', 47, 27, TO_TIMESTAMP('2022-02-13 13:48:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-15 06:16:00', 'YYYY-MM-DD HH24:MI:SS'), 28),
340, 'SO-CRS', 27, 7, TO_TIMESTAMP('2022-02-15 06:16:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-16 10:29:00', 'YYYY-MM-DD HH24:MI:SS'), 69),
340, 'CRS-CRS', 7, 1, TO_TIMESTAMP('2022-02-16 10:29:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-16 15:12:00', 'YYYY-MM-DD HH24:MI:SS'), 19),
340, 'CRS-SO', 1, 21, TO_TIMESTAMP('2022-02-16 15:12:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-18 07:32:00', 'YYYY-MM-DD HH24:MI:SS'), 25),
340, 'SO-PCR', 21, 41, TO_TIMESTAMP('2022-02-18 07:32:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-19 18:40:00', 'YYYY-MM-DD HH24:MI:SS'), 84),
341, 'PCR-SO', 46, 26, TO_TIMESTAMP('2021-09-25 22:27:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-26 21:31:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
341, 'SO-CRS', 26, 6, TO_TIMESTAMP('2021-09-26 21:31:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-28 11:32:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
341, 'CRS-CRS', 6, 12, TO_TIMESTAMP('2021-09-28 11:32:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-29 14:53:00', 'YYYY-MM-DD HH24:MI:SS'), 24),
341, 'CRS-SO', 12, 32, TO_TIMESTAMP('2021-09-29 14:53:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-30 12:41:00', 'YYYY-MM-DD HH24:MI:SS'), 77),
341, 'SO-PCR', 32, 52, TO_TIMESTAMP('2021-09-30 12:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-30 17:55:00', 'YYYY-MM-DD HH24:MI:SS'), 72),
342, 'PCR-SO', 48, 28, TO_TIMESTAMP('2022-03-25 08:17:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-26 03:05:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
342, 'SO-CRS', 28, 8, TO_TIMESTAMP('2022-03-26 03:05:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-27 01:30:00', 'YYYY-MM-DD HH24:MI:SS'), 14),
342, 'CRS-CRS', 8, 17, TO_TIMESTAMP('2022-03-27 01:30:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-27 21:36:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
342, 'CRS-SO', 17, 37, TO_TIMESTAMP('2022-03-27 21:36:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-29 19:37:00', 'YYYY-MM-DD HH24:MI:SS'), 8),
342, 'SO-PCR', 37, 57, TO_TIMESTAMP('2022-03-29 19:37:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-30 04:26:00', 'YYYY-MM-DD HH24:MI:SS'), 52),
343, 'PCR-SO', 57, 37, TO_TIMESTAMP('2021-08-21 18:43:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-08-22 12:59:00', 'YYYY-MM-DD HH24:MI:SS'), 16),
343, 'SO-CRS', 37, 17, TO_TIMESTAMP('2021-08-22 12:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-08-24 07:19:00', 'YYYY-MM-DD HH24:MI:SS'), 66),
343, 'CRS-CRS', 17, 3, TO_TIMESTAMP('2021-08-24 07:19:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-08-25 15:16:00', 'YYYY-MM-DD HH24:MI:SS'), 85),
343, 'CRS-SO', 3, 23, TO_TIMESTAMP('2021-08-25 15:16:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-08-26 14:49:00', 'YYYY-MM-DD HH24:MI:SS'), 28),
343, 'SO-PCR', 23, 43, TO_TIMESTAMP('2021-08-26 14:49:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-08-28 02:44:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
344, 'PCR-SO', 49, 29, TO_TIMESTAMP('2020-10-26 02:08:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-10-27 20:18:00', 'YYYY-MM-DD HH24:MI:SS'), 94),
344, 'SO-CRS', 29, 9, TO_TIMESTAMP('2020-10-27 20:18:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-10-27 23:36:00', 'YYYY-MM-DD HH24:MI:SS'), 45),
344, 'CRS-CRS', 9, 10, TO_TIMESTAMP('2020-10-27 23:36:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-10-28 16:49:00', 'YYYY-MM-DD HH24:MI:SS'), 2),
344, 'CRS-SO', 10, 30, TO_TIMESTAMP('2020-10-28 16:49:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-10-29 15:02:00', 'YYYY-MM-DD HH24:MI:SS'), 33),
344, 'SO-PCR', 30, 50, TO_TIMESTAMP('2020-10-29 15:02:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-10-29 21:32:00', 'YYYY-MM-DD HH24:MI:SS'), 47),
345, 'PCR-SO', 55, 35, TO_TIMESTAMP('2021-09-01 17:13:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-02 00:34:00', 'YYYY-MM-DD HH24:MI:SS'), 12),
345, 'SO-CRS', 35, 15, TO_TIMESTAMP('2021-09-02 00:34:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-03 15:28:00', 'YYYY-MM-DD HH24:MI:SS'), 82),
345, 'CRS-CRS', 15, 16, TO_TIMESTAMP('2021-09-03 15:28:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-05 15:07:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
345, 'CRS-SO', 16, 36, TO_TIMESTAMP('2021-09-05 15:07:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-07 11:20:00', 'YYYY-MM-DD HH24:MI:SS'), 20),
345, 'SO-PCR', 36, 56, TO_TIMESTAMP('2021-09-07 11:20:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-07 15:10:00', 'YYYY-MM-DD HH24:MI:SS'), 80),
346, 'PCR-SO', 45, 25, TO_TIMESTAMP('2020-12-14 16:08:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-16 07:22:00', 'YYYY-MM-DD HH24:MI:SS'), 26),
346, 'SO-CRS', 25, 5, TO_TIMESTAMP('2020-12-16 07:22:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-17 22:22:00', 'YYYY-MM-DD HH24:MI:SS'), 8),
346, 'CRS-CRS', 5, 20, TO_TIMESTAMP('2020-12-17 22:22:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-19 14:50:00', 'YYYY-MM-DD HH24:MI:SS'), 18),
346, 'CRS-SO', 20, 40, TO_TIMESTAMP('2020-12-19 14:50:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-19 20:16:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
346, 'SO-PCR', 40, 60, TO_TIMESTAMP('2020-12-19 20:16:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-20 11:49:00', 'YYYY-MM-DD HH24:MI:SS'), 71),
347, 'PCR-SO', 42, 22, TO_TIMESTAMP('2022-04-06 13:16:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-08 09:47:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
347, 'SO-CRS', 22, 2, TO_TIMESTAMP('2022-04-08 09:47:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-09 17:54:00', 'YYYY-MM-DD HH24:MI:SS'), 61),
347, 'CRS-CRS', 2, 6, TO_TIMESTAMP('2022-04-09 17:54:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-11 17:43:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
347, 'CRS-SO', 6, 26, TO_TIMESTAMP('2022-04-11 17:43:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-12 23:12:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
347, 'SO-PCR', 26, 46, TO_TIMESTAMP('2022-04-12 23:12:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-13 03:48:00', 'YYYY-MM-DD HH24:MI:SS'), 15),
348, 'PCR-SO', 56, 36, TO_TIMESTAMP('2020-09-19 23:45:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-09-20 07:04:00', 'YYYY-MM-DD HH24:MI:SS'), 6),
348, 'SO-CRS', 36, 16, TO_TIMESTAMP('2020-09-20 07:04:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-09-20 11:53:00', 'YYYY-MM-DD HH24:MI:SS'), 26),
348, 'CRS-CRS', 16, 9, TO_TIMESTAMP('2020-09-20 11:53:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-09-20 18:26:00', 'YYYY-MM-DD HH24:MI:SS'), 19),
348, 'CRS-SO', 9, 29, TO_TIMESTAMP('2020-09-20 18:26:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-09-22 05:50:00', 'YYYY-MM-DD HH24:MI:SS'), 13),
348, 'SO-PCR', 29, 49, TO_TIMESTAMP('2020-09-22 05:50:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-09-23 09:30:00', 'YYYY-MM-DD HH24:MI:SS'), 94),
349, 'PCR-SO', 41, 21, TO_TIMESTAMP('2021-05-14 05:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-15 10:08:00', 'YYYY-MM-DD HH24:MI:SS'), 8),
349, 'SO-CRS', 21, 1, TO_TIMESTAMP('2021-05-15 10:08:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-16 21:44:00', 'YYYY-MM-DD HH24:MI:SS'), 45),
349, 'CRS-CRS', 1, 18, TO_TIMESTAMP('2021-05-16 21:44:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-18 10:53:00', 'YYYY-MM-DD HH24:MI:SS'), 71),
349, 'CRS-SO', 18, 38, TO_TIMESTAMP('2021-05-18 10:53:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-20 02:09:00', 'YYYY-MM-DD HH24:MI:SS'), 15),
349, 'SO-PCR', 38, 58, TO_TIMESTAMP('2021-05-20 02:09:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-21 13:45:00', 'YYYY-MM-DD HH24:MI:SS'), 24),
350, 'PCR-SO', 50, 30, TO_TIMESTAMP('2022-05-05 18:27:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-05 22:48:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
350, 'SO-CRS', 30, 10, TO_TIMESTAMP('2022-05-05 22:48:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-06 22:42:00', 'YYYY-MM-DD HH24:MI:SS'), 86),
350, 'CRS-CRS', 10, 3, TO_TIMESTAMP('2022-05-06 22:42:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-07 07:29:00', 'YYYY-MM-DD HH24:MI:SS'), 14),
350, 'CRS-SO', 3, 23, TO_TIMESTAMP('2022-05-07 07:29:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-07 16:12:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
350, 'SO-PCR', 23, 43, TO_TIMESTAMP('2022-05-07 16:12:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-08 20:55:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
351, 'PCR-SO', 59, 39, TO_TIMESTAMP('2020-01-29 04:12:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-01-30 16:59:00', 'YYYY-MM-DD HH24:MI:SS'), 80),
351, 'SO-CRS', 39, 19, TO_TIMESTAMP('2020-01-30 16:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-02-01 15:42:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
351, 'CRS-CRS', 19, 5, TO_TIMESTAMP('2020-02-01 15:42:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-02-03 05:19:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
351, 'CRS-SO', 5, 25, TO_TIMESTAMP('2020-02-03 05:19:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-02-04 20:10:00', 'YYYY-MM-DD HH24:MI:SS'), 61),
351, 'SO-PCR', 25, 45, TO_TIMESTAMP('2020-02-04 20:10:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-02-05 08:26:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
352, 'PCR-SO', 58, 38, TO_TIMESTAMP('2021-04-19 04:39:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-20 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
352, 'SO-CRS', 38, 18, TO_TIMESTAMP('2021-04-20 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-20 15:28:00', 'YYYY-MM-DD HH24:MI:SS'), 11),
352, 'CRS-CRS', 18, 14, TO_TIMESTAMP('2021-04-20 15:28:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-20 22:48:00', 'YYYY-MM-DD HH24:MI:SS'), 45),
352, 'CRS-SO', 14, 34, TO_TIMESTAMP('2021-04-20 22:48:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-21 19:09:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
352, 'SO-PCR', 34, 54, TO_TIMESTAMP('2021-04-21 19:09:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-04-23 15:19:00', 'YYYY-MM-DD HH24:MI:SS'), 6),
353, 'PCR-SO', 58, 38, TO_TIMESTAMP('2022-04-26 10:27:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-28 08:49:00', 'YYYY-MM-DD HH24:MI:SS'), 28),
353, 'SO-CRS', 38, 18, TO_TIMESTAMP('2022-04-28 08:49:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-30 02:20:00', 'YYYY-MM-DD HH24:MI:SS'), 66),
353, 'CRS-CRS', 18, 19, TO_TIMESTAMP('2022-04-30 02:20:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-01 19:11:00', 'YYYY-MM-DD HH24:MI:SS'), 13),
353, 'CRS-SO', 19, 39, TO_TIMESTAMP('2022-05-01 19:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-03 14:58:00', 'YYYY-MM-DD HH24:MI:SS'), 57),
353, 'SO-PCR', 39, 59, TO_TIMESTAMP('2022-05-03 14:58:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-05-04 04:07:00', 'YYYY-MM-DD HH24:MI:SS'), 86),
354, 'PCR-SO', 44, 24, TO_TIMESTAMP('2022-01-17 07:08:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-01-18 18:08:00', 'YYYY-MM-DD HH24:MI:SS'), 45),
354, 'SO-CRS', 24, 4, TO_TIMESTAMP('2022-01-18 18:08:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-01-19 07:31:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
354, 'CRS-CRS', 4, 4, TO_TIMESTAMP('2022-01-19 07:31:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-01-20 14:41:00', 'YYYY-MM-DD HH24:MI:SS'), 14),
354, 'CRS-SO', 4, 24, TO_TIMESTAMP('2022-01-20 14:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-01-20 23:02:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
354, 'SO-PCR', 24, 44, TO_TIMESTAMP('2022-01-20 23:02:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-01-21 16:01:00', 'YYYY-MM-DD HH24:MI:SS'), 66),
355, 'PCR-SO', 59, 39, TO_TIMESTAMP('2020-04-09 20:53:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-04-10 11:36:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
355, 'SO-CRS', 39, 19, TO_TIMESTAMP('2020-04-10 11:36:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-04-11 10:43:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
355, 'CRS-CRS', 19, 14, TO_TIMESTAMP('2020-04-11 10:43:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-04-12 15:10:00', 'YYYY-MM-DD HH24:MI:SS'), 20),
355, 'CRS-SO', 14, 34, TO_TIMESTAMP('2020-04-12 15:10:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-04-14 09:47:00', 'YYYY-MM-DD HH24:MI:SS'), 15),
355, 'SO-PCR', 34, 54, TO_TIMESTAMP('2020-04-14 09:47:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-04-16 03:47:00', 'YYYY-MM-DD HH24:MI:SS'), 94),
356, 'PCR-SO', 57, 37, TO_TIMESTAMP('2023-02-27 00:45:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-02-27 13:39:00', 'YYYY-MM-DD HH24:MI:SS'), 11),
356, 'SO-CRS', 37, 17, TO_TIMESTAMP('2023-02-27 13:39:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-01 07:03:00', 'YYYY-MM-DD HH24:MI:SS'), 19),
356, 'CRS-CRS', 17, 13, TO_TIMESTAMP('2023-03-01 07:03:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-02 03:05:00', 'YYYY-MM-DD HH24:MI:SS'), 14),
356, 'CRS-SO', 13, 33, TO_TIMESTAMP('2023-03-02 03:05:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-03 08:20:00', 'YYYY-MM-DD HH24:MI:SS'), 41),
356, 'SO-PCR', 33, 53, TO_TIMESTAMP('2023-03-03 08:20:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-04 15:08:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
357, 'PCR-SO', 50, 30, TO_TIMESTAMP('2021-09-21 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-22 18:03:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
357, 'SO-CRS', 30, 10, TO_TIMESTAMP('2021-09-22 18:03:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-23 12:25:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
357, 'CRS-CRS', 10, 19, TO_TIMESTAMP('2021-09-23 12:25:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-24 02:05:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
357, 'CRS-SO', 19, 39, TO_TIMESTAMP('2021-09-24 02:05:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-24 15:27:00', 'YYYY-MM-DD HH24:MI:SS'), 9),
357, 'SO-PCR', 39, 59, TO_TIMESTAMP('2021-09-24 15:27:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-09-25 19:12:00', 'YYYY-MM-DD HH24:MI:SS'), 26),
358, 'PCR-SO', 59, 39, TO_TIMESTAMP('2020-07-26 13:23:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-26 19:31:00', 'YYYY-MM-DD HH24:MI:SS'), 12),
358, 'SO-CRS', 39, 19, TO_TIMESTAMP('2020-07-26 19:31:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-27 23:48:00', 'YYYY-MM-DD HH24:MI:SS'), 24),
358, 'CRS-CRS', 19, 14, TO_TIMESTAMP('2020-07-27 23:48:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-28 05:48:00', 'YYYY-MM-DD HH24:MI:SS'), 6),
